age,income,credit_score,loan_term,loan_amount,monthly_installment,interest_rate,repayment_status
58,84440,365,24,7000,45.996,7.56,1
43,137375,442,24,10000,50.85,5.85,1
29,142431,821,48,50000,390.221,9.17,0
40,67763,449,60,7000,88.654,14.95,0
26,114073,468,36,10000,44.061,5.14,1
27,40300,549,36,4000,46.619,13.6,0
29,93656,652,36,14000,160.791,13.4,0
51,32033,536,24,4000,45.062,12.96,0
44,81417,504,12,7000,40.353,6.34,1
30,80776,831,24,35000,274.894,9.04,0
36,127373,504,36,10000,102.724,11.99,1
55,119199,560,24,10000,127.228,14.64,0
65,107696,391,60,10000,117.827,13.91,0
28,70042,613,12,14000,88.331,6.94,1
30,85239,643,24,14000,77.4,6.36,1
63,71776,316,36,7000,89.424,14.91,0
57,121093,636,48,20000,251.464,14.78,0
31,128502,693,36,35000,262.433,8.75,1
48,68613,701,12,24500,122.716,5.51,0
56,46067,369,24,4000,17.97,5.17,0
21,116087,327,36,10000,83.312,9.72,1
32,86779,380,60,7000,54.229,9.14,0
56,84186,744,48,35000,376.897,12.66,0
23,44554,439,48,4000,27.449,8.06,0
28,63530,348,60,7000,88.217,14.87,0
26,71708,598,24,14000,159.08,13.07,0
28,149831,632,48,20000,234.362,13.77,0
27,45604,620,60,8000,75.357,11.12,0
54,96207,621,24,14000,141.013,11.59,1
48,65293,703,36,24500,246.709,11.75,0
23,115692,843,24,50000,385.583,8.87,0
24,32413,694,12,14000,153.348,12.06,0
58,76947,718,36,24500,109.619,5.22,0
33,140581,373,60,10000,121.074,14.29,0
21,149869,542,24,10000,76.204,8.77,1
57,32378,358,12,4000,53.803,14.81,0
35,34310,639,12,8000,67.077,9.23,1
63,58464,701,36,24500,238.965,11.38,0
39,133407,353,60,10000,79.869,9.43,0
36,137481,652,12,20000,155.463,8.56,1
42,40093,316,48,4000,36.305,10.67,0
24,136881,701,12,35000,397.859,12.52,0
42,68156,472,36,7000,76.705,12.79,0
42,69471,792,48,35000,241.071,8.09,0
42,111642,755,48,50000,634.727,14.92,0
53,54171,303,36,7000,39.402,6.57,1
26,47312,631,60,8000,74.193,10.95,0
49,100188,847,36,50000,613.977,14.33,0
44,51216,787,36,35000,344.297,11.48,0
43,62524,588,60,14000,59.983,5.06,0
24,142031,543,60,10000,44.127,5.21,0
23,84445,524,24,7000,39.615,6.51,1
62,31458,741,12,20000,199.935,11.01,0
29,63351,411,24,7000,39.436,6.48,1
48,94796,671,60,24500,140.673,6.78,0
57,118250,735,60,35000,419.846,14.16,0
24,148927,401,36,10000,57.743,6.74,1
28,105687,467,12,10000,72.877,8.02,1
62,120476,741,36,50000,414.386,9.67,0
55,79140,799,36,35000,163.217,5.44,0
35,136490,651,36,20000,256.898,14.99,0
60,47845,520,60,4000,38.568,11.38,0
48,48941,665,12,8000,75.927,10.45,1
43,60444,544,24,7000,47.809,7.86,1
43,70700,440,60,7000,61.146,10.31,0
65,35747,711,48,14000,132.85,11.15,0
62,66832,814,24,35000,299.626,9.85,0
54,146348,343,60,10000,60.918,7.19,0
61,48154,713,48,14000,99.739,8.37,0
29,129838,459,12,10000,135.121,14.88,0
60,85807,703,60,24500,279.49,13.46,0
53,60287,301,24,7000,65.336,10.74,1
52,62679,778,48,35000,339.367,11.4,0
55,55837,606,12,14000,116.041,9.12,1
43,90726,812,60,35000,443.066,14.94,0
50,36166,779,12,20000,186.637,10.27,0
26,115764,643,48,20000,163.175,9.59,0
47,74371,817,48,35000,296.269,9.95,0
39,95453,488,36,7000,56.477,9.41,1
26,50297,488,48,7000,54.699,9.18,0
26,34501,404,60,4000,24.806,7.32,0
44,52801,612,48,14000,112.384,9.43,0
56,115492,689,36,35000,195.716,6.52,0
64,67252,498,24,7000,79.955,13.14,0
58,111484,666,48,20000,186.657,10.97,0
30,86901,606,24,14000,157.849,12.97,0
23,62478,681,48,24500,172.709,8.28,0
63,132439,782,12,50000,289.65,6.38,0
53,94377,779,12,35000,427.909,13.46,0
38,43046,435,24,4000,30.047,8.64,0
51,44339,463,36,4000,32.644,9.52,0
56,131338,532,24,10000,75.405,8.67,1
37,62952,521,48,7000,48.389,8.12,0
25,133047,426,36,10000,115.765,13.51,0
35,139434,669,60,20000,137.41,8.11,0
62,110824,846,24,50000,593.427,13.66,0
64,123845,729,60,35000,166.57,5.62,0
65,88973,454,60,7000,73.73,12.43,0
56,39857,354,60,4000,45.744,13.5,0
61,118028,674,12,35000,247.979,7.8,1
45,73536,697,36,24500,154.015,7.34,0
55,53074,387,60,7000,41.094,6.93,0
50,45043,649,48,8000,69.044,10.14,0
48,130568,794,60,50000,457.355,10.8,0
39,56896,810,24,35000,176.398,5.8,0
48,84376,848,12,35000,474.069,14.92,0
27,71600,736,60,24500,208.306,10.03,0
23,106697,308,36,10000,82.595,9.64,1
33,89236,325,12,7000,41.169,6.47,1
28,136501,802,60,50000,245.879,5.8,0
33,74299,525,24,7000,56.863,9.34,1
26,66351,410,24,7000,61.705,10.14,1
32,57667,679,12,24500,301.568,13.55,0
33,50770,399,24,7000,82.233,13.52,0
29,53504,639,48,14000,119.987,10.07,0
31,61477,747,60,35000,198.882,6.71,0
48,65320,610,24,14000,112.554,9.25,1
56,127952,709,24,35000,388.139,12.76,0
43,92300,521,60,7000,58.244,9.82,0
51,109511,763,24,50000,399.631,9.19,0
56,127156,804,48,50000,467.767,10.99,0
48,71527,463,36,7000,59.766,9.96,1
28,104896,816,48,50000,611.009,14.36,0
62,53590,531,24,7000,50.783,8.35,0
22,41090,629,36,8000,87.547,12.77,0
49,112518,317,24,10000,69.944,8.05,1
63,35016,582,60,8000,40.39,5.96,0
56,139201,614,60,20000,192.531,11.36,0
61,69116,468,36,7000,54.45,9.08,0
54,60304,733,24,24500,171.074,8.03,0
43,52003,652,36,14000,75.664,6.31,1
55,97737,373,48,7000,81.718,13.72,0
47,95930,324,24,7000,81.248,13.35,0
23,30033,489,48,4000,47.135,13.85,0
52,41430,568,48,4000,29.199,8.58,0
42,125427,535,60,10000,65.764,7.76,0
29,149814,845,12,50000,364.953,8.03,0
34,32141,628,36,8000,81.146,11.84,1
59,129381,807,12,50000,554.926,12.22,0
56,125897,725,36,35000,369.982,12.34,0
40,145135,608,24,20000,149.533,8.6,1
40,95532,606,60,14000,146.735,12.37,0
65,142805,685,36,35000,314.303,10.48,1
38,39872,660,36,8000,60.459,8.82,1
45,70181,682,36,24500,174.156,8.29,0
23,43593,395,60,4000,30.009,8.85,0
60,64629,478,48,7000,31.849,5.35,0
50,137890,414,36,10000,98.226,11.46,1
64,107532,429,24,10000,92.084,10.59,1
50,70000,572,60,7000,72.205,12.17,0
51,50393,388,24,7000,47.054,7.73,1
44,103787,604,36,20000,164.352,9.59,1
59,68562,423,12,7000,75.468,11.87,0
56,94676,567,60,7000,40.383,6.81,0
49,139723,491,12,10000,71.443,7.86,1
30,66810,513,48,7000,86.724,14.56,0
22,91577,714,12,24500,286.208,12.86,0
47,113148,301,60,10000,91.232,10.77,0
27,30990,465,36,4000,43.724,12.76,0
28,33316,388,24,4000,39.856,11.46,0
29,98856,425,60,7000,87.988,14.84,0
37,135630,308,36,10000,45.989,5.37,1
23,122659,714,24,35000,222.383,7.31,1
27,44280,752,48,20000,98.263,5.77,0
27,39201,815,36,20000,220.188,12.85,0
47,63489,780,60,35000,310.083,10.46,0
28,126233,762,60,50000,417.589,9.86,0
48,143795,822,24,50000,394.401,9.07,0
33,135072,704,24,35000,303.411,9.97,1
48,87542,654,36,14000,131.216,10.94,1
63,141090,322,24,10000,106.452,12.25,0
60,108315,398,48,10000,88.123,10.36,0
31,149934,544,36,10000,56.752,6.62,1
29,111285,326,48,10000,71.705,8.43,0
45,94822,392,36,7000,38.927,6.49,1
38,41509,672,24,14000,86.109,7.08,0
41,103923,326,24,10000,105.846,12.18,0
47,77522,534,12,7000,61.401,9.66,1
26,98731,527,60,7000,59.235,9.99,0
61,80995,516,12,7000,85.369,13.43,0
25,35553,385,12,4000,48.357,13.31,0
45,94818,358,48,7000,45.252,7.6,0
27,33820,438,48,4000,44.673,13.13,0
40,108646,344,12,10000,51.336,5.65,1
21,70562,836,60,35000,170.277,5.74,0
43,50425,766,48,35000,211.762,7.11,0
62,94976,567,48,7000,50.512,8.48,0
37,134134,483,36,10000,92.929,10.84,1
57,101173,702,12,35000,259.723,8.17,0
25,30159,818,24,20000,110.336,6.35,0
23,82280,386,48,7000,72.616,12.19,0
38,58307,601,60,14000,167.423,14.11,0
54,74162,321,24,7000,38.915,6.39,1
23,131982,597,12,20000,91.124,5.01,1
42,63805,358,60,7000,52.718,8.89,0
53,51606,519,48,7000,45.442,7.63,0
31,137465,731,12,35000,458.95,14.44,0
57,43383,319,48,4000,40.859,12.0,0
61,107986,836,36,50000,492.748,11.5,0
56,63171,845,12,35000,341.709,10.75,0
35,90523,587,36,14000,130.273,10.86,1
56,73535,411,36,7000,68.893,11.49,0
38,43124,522,48,4000,27.813,8.17,0
37,120130,758,60,50000,450.569,10.64,0
44,49359,371,36,4000,51.229,14.95,0
46,88068,733,24,24500,184.001,8.64,1
60,33796,718,12,14000,135.664,10.67,0
33,35420,398,60,4000,33.431,9.86,0
47,117613,522,48,10000,57.842,6.8,0
22,89351,366,12,7000,48.596,7.64,1
29,67807,708,12,24500,140.703,6.32,0
61,75140,549,60,7000,56.223,9.48,0
48,95589,347,60,7000,44.126,7.44,0
34,42120,745,12,20000,202.4,11.14,0
34,123806,565,60,10000,65.64,7.75,0
29,131882,519,12,10000,70.899,7.8,1
31,99660,564,24,7000,48.773,8.01,1
51,89267,567,48,7000,62.753,10.54,0
35,95496,411,24,7000,63.713,10.47,1
47,138731,697,36,35000,216.924,7.23,1
41,98024,602,36,14000,94.849,7.91,1
59,100246,713,36,35000,188.575,6.29,0
38,46951,735,24,14000,107.755,8.85,1
49,111237,449,36,10000,100.054,11.68,1
43,123412,557,12,10000,89.271,9.83,1
48,63425,622,60,14000,96.801,8.16,0
31,119753,479,36,10000,58.043,6.77,1
56,120044,659,12,20000,243.083,13.38,0
32,41123,846,24,20000,255.361,14.69,0
60,121912,403,12,10000,86.464,9.52,1
46,125617,429,48,10000,56.222,6.61,0
65,100704,434,12,10000,92.502,10.18,1
46,97020,343,48,7000,75.359,12.65,0
44,89730,597,36,14000,119.415,9.95,1
51,123028,319,36,10000,54.394,6.35,1
23,99290,814,36,35000,207.084,6.9,0
28,121145,361,12,10000,76.235,8.39,1
55,34514,702,24,14000,62.303,5.12,0
55,107556,706,36,35000,220.937,7.37,0
62,122030,403,24,10000,92.108,10.6,1
39,48678,504,24,4000,39.948,11.49,0
28,55875,608,36,14000,168.749,14.07,0
57,83828,444,36,7000,77.068,12.85,0
60,96248,478,48,7000,43.124,7.24,0
54,65126,741,60,35000,186.311,6.28,0
49,36657,467,24,4000,46.7,13.43,0
50,39699,323,12,4000,20.783,5.72,0
30,90786,779,12,35000,386.534,12.16,0
32,97891,550,48,7000,66.089,11.1,0
27,56826,383,48,7000,44.499,7.47,0
27,49684,376,60,4000,39.191,11.56,0
22,78236,507,60,7000,59.566,10.04,0
27,34478,672,24,14000,101.998,8.38,0
56,118819,657,48,20000,247.619,14.55,0
21,85841,309,36,7000,53.151,8.86,1
38,84355,400,24,7000,48.719,8.01,1
27,76887,352,24,7000,89.297,14.68,0
21,138543,686,60,35000,238.226,8.03,0
47,55720,517,12,7000,56.923,8.95,1
36,70430,378,60,7000,61.352,10.34,0
47,100955,827,48,50000,520.295,12.23,0
63,62700,650,36,14000,75.136,6.26,0
32,56985,736,48,24500,160.363,7.69,0
25,48001,555,12,4000,43.663,12.02,0
55,137993,404,36,10000,58.792,6.86,1
30,31497,817,36,20000,91.727,5.35,0
45,125251,453,24,10000,90.939,10.46,1
39,60670,328,60,7000,74.283,12.52,0
25,82674,699,48,24500,173.104,8.3,0
24,50670,439,12,7000,68.57,10.78,1
56,95300,653,24,14000,129.06,10.61,1
31,54655,430,48,7000,84.594,14.2,0
52,100231,452,36,10000,115.143,13.44,0
52,120594,603,24,20000,131.312,7.55,1
32,104292,472,36,10000,91.476,10.67,1
56,146318,433,36,10000,78.109,9.11,1
46,49711,788,12,20000,231.301,12.73,0
35,110953,683,36,35000,238.158,7.94,0
22,134640,300,60,10000,105.376,12.44,0
59,135039,814,60,50000,393.901,9.3,0
59,145955,510,36,10000,97.781,11.41,1
65,138218,322,24,10000,122.825,14.13,0
41,56621,540,24,7000,63.21,10.39,1
61,124275,742,12,50000,651.342,14.34,0
34,39395,836,24,20000,207.465,11.93,0
46,44399,740,48,20000,109.077,6.41,0
25,121848,376,12,10000,65.328,7.19,1
42,80675,619,12,14000,140.325,11.03,1
23,80715,567,12,7000,85.164,13.4,0
51,119150,353,36,10000,61.483,7.17,1
44,57882,470,60,7000,60.552,10.21,0
37,44440,727,60,14000,172.099,14.51,0
41,112253,431,24,10000,109.584,12.61,0
54,126617,664,36,20000,229.952,13.42,0
23,123258,616,60,20000,251.922,14.87,0
29,143738,393,60,10000,72.014,8.5,0
57,43193,715,48,14000,100.173,8.41,0
60,81727,462,60,7000,55.867,9.42,0
31,119295,459,60,10000,102.875,12.14,0
39,67286,815,36,35000,340.455,11.35,0
30,106568,771,48,50000,421.945,9.92,0
55,117837,305,60,10000,96.409,11.38,0
30,138229,666,24,20000,86.955,5.0,1
53,107437,527,24,10000,59.127,6.8,1
23,34357,805,12,20000,245.32,13.51,0
35,63037,510,12,7000,34.464,5.42,1
53,39085,541,24,4000,40.503,11.65,0
30,84820,589,60,14000,89.842,7.57,0
27,72946,465,36,7000,44.503,7.42,1
37,67160,832,60,35000,190.442,6.42,0
64,99963,675,48,24500,174.22,8.36,0
59,78527,585,36,14000,112.108,9.34,0
40,109096,580,12,20000,166.194,9.15,1
46,66254,679,36,24500,244.764,11.66,0
23,111107,593,12,20000,267.838,14.75,0
36,37564,621,60,8000,50.631,7.47,0
26,83253,782,36,35000,372.758,12.43,0
27,87426,460,24,7000,74.825,12.3,0
52,120533,309,24,10000,90.264,10.38,1
21,91464,319,36,7000,80.467,13.42,0
29,69090,650,24,14000,164.422,13.51,0
38,120316,790,60,50000,460.954,10.88,0
23,147616,786,60,50000,237.148,5.6,0
34,72606,837,48,35000,262.515,8.81,0
28,147950,497,36,10000,96.745,11.29,1
29,123748,410,24,10000,119.23,13.72,0
30,90241,712,36,24500,157.418,7.5,1
39,117062,312,12,10000,77.891,8.57,1
29,136193,601,48,20000,88.407,5.19,0
36,142831,791,24,50000,316.39,7.28,0
32,47843,762,36,20000,163.752,9.55,0
46,50281,842,24,35000,344.677,11.33,0
60,50163,835,36,35000,352.57,11.76,0
34,105007,574,24,10000,45.239,5.2,1
38,140897,809,48,50000,424.969,9.99,0
46,139994,357,24,10000,81.726,9.4,1
62,40968,561,60,4000,46.663,13.77,0
52,73745,760,24,35000,452.628,14.88,0
42,80446,514,36,7000,86.978,14.5,0
44,108238,651,60,20000,100.454,5.93,0
64,37877,739,60,14000,131.709,11.1,0
46,61184,483,12,7000,39.067,6.14,1
45,56704,584,12,14000,102.858,8.09,1
38,59245,783,36,35000,267.723,8.93,0
30,111333,594,48,20000,96.312,5.66,0
53,123902,572,60,10000,73.528,8.68,0
46,85548,714,48,24500,311.251,14.93,0
24,57293,604,12,14000,85.621,6.73,1
22,68098,607,48,14000,137.777,11.57,0
35,75401,504,36,7000,30.674,5.11,1
32,124509,399,36,10000,66.543,7.76,1
47,122962,403,36,10000,72.373,8.45,1
24,96052,666,48,14000,83.116,6.98,0
60,115394,455,12,10000,104.275,11.48,1
54,125355,699,24,35000,378.1,12.43,0
36,86695,501,48,7000,58.138,9.76,0
58,141669,355,60,10000,105.211,12.42,0
62,34614,693,60,14000,113.23,9.54,0
43,78291,824,12,35000,292.42,9.2,0
43,133891,391,60,10000,60.872,7.18,0
31,95152,373,36,7000,39.079,6.51,1
51,100101,829,60,50000,543.24,12.82,0
47,124201,367,24,10000,98.664,11.35,1
48,44028,784,12,20000,152.925,8.42,0
22,127455,843,36,50000,521.892,12.18,0
21,62629,691,60,24500,186.765,9.0,0
49,126527,750,60,50000,462.009,10.91,0
58,80119,300,60,7000,42.595,7.18,0
28,34553,626,60,8000,85.319,12.59,0
60,67017,639,60,14000,95.895,8.08,0
45,39009,393,12,4000,43.705,12.03,0
46,68037,438,36,7000,69.326,11.56,1
32,137803,590,36,20000,128.518,7.5,1
53,136477,735,48,35000,367.578,12.34,0
49,82482,596,12,14000,85.675,6.74,1
65,109986,590,36,20000,91.871,5.36,1
59,99259,760,24,35000,388.117,12.76,0
35,50878,318,12,7000,52.383,8.24,1
59,119580,677,24,35000,268.848,8.84,1
46,105313,828,48,50000,353.954,8.32,0
32,132600,358,24,10000,130.015,14.96,0
55,59865,604,36,14000,179.859,14.99,0
23,76384,760,48,35000,257.393,8.64,0
51,140276,444,36,10000,80.829,9.43,1
53,69956,826,36,35000,388.338,12.95,0
43,146256,350,12,10000,46.519,5.12,1
52,106187,514,60,10000,104.234,12.3,0
47,125638,773,12,50000,533.461,11.75,0
27,99152,460,36,7000,66.416,11.07,1
45,62357,793,60,35000,332.153,11.2,0
62,67885,554,24,7000,76.454,12.57,0
47,133769,326,60,10000,85.222,10.06,0
32,140233,640,60,20000,109.434,6.46,0
41,91999,383,12,7000,85.788,13.49,0
57,62185,380,36,7000,38.573,6.43,0
51,44485,653,24,8000,60.464,8.69,1
59,68551,615,24,14000,179.414,14.75,0
29,90828,334,24,7000,87.691,14.41,0
28,111818,744,36,50000,505.797,11.81,0
50,81381,425,36,7000,70.421,11.74,1
36,110682,508,24,10000,71.555,8.23,1
50,75962,624,24,14000,83.43,6.85,1
47,92416,772,36,35000,218.485,7.28,0
42,87971,459,48,7000,72.072,12.1,0
56,38176,453,12,4000,47.818,13.16,0
28,130326,846,24,50000,530.799,12.21,0
42,76080,520,48,7000,81.812,13.74,0
37,36048,762,36,20000,121.17,7.07,0
31,41964,805,60,20000,162.717,9.6,0
35,110716,639,12,20000,256.039,14.1,0
30,91322,372,12,7000,95.331,15.0,0
61,134619,492,60,10000,123.399,14.56,0
41,129877,505,48,10000,87.881,10.33,0
23,63836,486,60,7000,33.853,5.71,0
36,66343,607,60,14000,174.27,14.69,0
31,115602,403,12,10000,115.896,12.76,0
42,35730,513,12,4000,49.345,13.58,0
65,119616,403,48,10000,66.928,7.87,0
57,106065,710,24,35000,230.553,7.58,0
54,81400,755,24,35000,256.052,8.42,0
62,58980,319,60,7000,40.63,6.85,0
27,114895,641,60,20000,108.0,6.37,0
50,144485,554,48,10000,71.302,8.38,0
34,60216,834,60,35000,379.554,12.8,0
51,141367,458,60,10000,51.495,6.08,0
40,109388,724,48,35000,395.851,13.29,0
61,69834,305,48,7000,36.255,6.09,0
42,30952,393,24,4000,43.435,12.49,0
38,57054,311,36,7000,39.769,6.63,1
48,143014,774,36,50000,259.052,6.05,0
26,40602,526,24,4000,32.379,9.31,0
41,123747,699,36,35000,258.446,8.62,1
41,83101,430,24,7000,44.027,7.23,1
45,122746,503,24,10000,49.553,5.7,1
32,83101,662,24,14000,136.464,11.21,1
61,109093,545,36,10000,123.614,14.43,0
58,52839,776,60,35000,205.429,6.93,0
65,47689,735,12,14000,87.835,6.9,0
46,48469,645,48,8000,81.124,11.92,0
39,65894,340,12,7000,71.419,11.23,1
47,58168,449,36,7000,80.642,13.44,0
38,129869,346,12,10000,70.691,7.78,1
24,95914,794,12,35000,448.983,14.13,0
64,35495,523,24,4000,25.373,7.3,0
37,90712,347,36,7000,44.844,7.48,1
53,116671,358,12,10000,96.835,10.66,1
46,115334,346,60,10000,104.767,12.36,0
53,68885,813,36,35000,369.538,12.32,0
35,100749,723,24,35000,266.231,8.75,0
47,88177,521,36,7000,45.965,7.66,1
39,58933,684,60,24500,176.663,8.51,0
53,143754,473,36,10000,45.005,5.25,1
25,44481,842,36,20000,100.158,5.84,0
22,88228,849,60,35000,241.754,8.15,0
55,73997,335,60,7000,47.773,8.05,0
23,66316,748,36,35000,312.834,10.43,0
44,133798,791,48,50000,264.443,6.22,0
34,104465,314,36,10000,96.844,11.3,1
45,145774,586,60,20000,203.261,11.99,0
48,123143,494,24,10000,50.311,5.79,1
46,98353,615,12,14000,154.357,12.14,0
33,113233,743,60,50000,477.787,11.28,0
32,126719,472,12,10000,61.862,6.81,1
29,113857,495,60,10000,126.491,14.93,0
60,35446,405,24,4000,35.297,10.15,0
48,65484,347,24,7000,67.591,11.11,1
48,125237,492,60,10000,121.162,14.3,0
65,111202,373,24,10000,67.261,7.74,1
34,130598,506,24,10000,56.296,6.48,1
55,105696,536,48,10000,85.482,10.05,0
23,124922,506,36,10000,45.34,5.29,1
43,74885,383,60,7000,41.223,6.95,0
41,86093,754,48,35000,329.914,11.08,0
65,81728,701,12,24500,157.276,7.07,1
31,31129,319,36,4000,43.51,12.69,0
65,68949,359,60,7000,74.859,12.62,0
53,63406,409,48,7000,85.157,14.3,0
42,61550,453,36,7000,52.124,8.69,1
36,90483,606,12,14000,125.087,9.84,1
24,91571,746,48,35000,248.376,8.34,0
33,54764,326,60,7000,77.708,13.1,0
45,134014,581,60,20000,237.386,14.01,0
33,142516,389,60,10000,101.485,11.98,0
54,111050,638,36,20000,101.404,5.92,1
29,140068,396,12,10000,76.781,8.45,1
35,103719,496,60,10000,113.366,13.38,0
56,107565,507,36,10000,64.739,7.55,1
41,136954,343,24,10000,52.187,6.0,1
26,82490,580,36,14000,177.967,14.84,0
22,113426,638,60,20000,159.883,9.43,0
23,35315,579,24,4000,30.9,8.89,0
60,133439,582,36,20000,126.211,7.36,1
62,126436,812,12,50000,321.329,7.07,0
59,110500,406,12,10000,65.544,7.21,1
29,127221,486,36,10000,118.475,13.83,0
21,134751,795,12,50000,264.037,5.81,0
22,134099,344,36,10000,80.087,9.35,1
33,51126,577,24,7000,48.645,7.99,1
48,75545,767,24,35000,399.753,13.14,0
56,105344,379,12,10000,74.043,8.15,1
31,115612,336,12,10000,91.664,10.09,1
62,89457,423,60,7000,49.915,8.42,0
27,99444,381,24,7000,31.178,5.12,1
21,89829,345,12,7000,51.892,8.16,1
26,41997,801,36,20000,219.035,12.78,0
42,100783,569,48,10000,126.439,14.86,0
26,113088,630,12,20000,122.544,6.74,1
39,59538,768,60,35000,323.91,10.92,0
55,40601,791,24,20000,148.71,8.55,0
35,42278,621,60,8000,71.495,10.55,0
64,119627,558,24,10000,58.163,6.69,1
44,117494,587,60,20000,113.958,6.72,0
33,129663,744,12,50000,380.819,8.38,0
61,58011,355,48,7000,53.51,8.98,0
35,149924,685,36,35000,290.464,9.68,1
58,76008,352,60,7000,77.088,13.0,0
65,107586,846,48,50000,609.959,14.34,0
46,67723,647,60,14000,109.184,9.2,0
55,122725,436,36,10000,82.286,9.6,1
51,85491,378,60,7000,47.736,8.05,0
63,68075,739,24,24500,247.321,11.61,0
59,36427,771,12,20000,255.58,14.07,0
64,91902,824,48,35000,158.442,5.32,0
61,112981,596,48,20000,196.953,11.57,0
61,88004,574,24,7000,72.303,11.88,1
32,77044,724,48,24500,306.003,14.68,0
64,121469,679,48,35000,292.17,9.81,0
27,97111,589,12,14000,93.555,7.35,1
54,58310,352,60,7000,60.543,10.21,0
33,92667,770,12,35000,270.92,8.52,0
42,105531,504,24,10000,69.056,7.94,1
58,53395,555,24,7000,66.782,10.98,0
63,41341,459,36,4000,50.96,14.87,0
49,77264,322,24,7000,82.322,13.53,0
43,53104,621,24,14000,181.519,14.92,0
26,148391,629,48,20000,208.182,12.23,0
54,129221,830,60,50000,579.584,13.68,0
32,69794,617,60,14000,65.182,5.49,0
45,111753,513,48,10000,55.904,6.57,0
29,116257,476,48,10000,98.561,11.58,0
56,134028,660,36,20000,91.45,5.34,1
52,107597,528,60,10000,103.599,12.23,0
22,116800,790,60,50000,462.233,10.91,0
22,123409,389,60,10000,86.056,10.16,0
42,108353,818,12,50000,434.795,9.57,0
43,134324,686,48,35000,446.435,14.99,0
52,84858,680,60,24500,104.185,5.02,0
55,44911,805,24,20000,244.734,14.08,0
59,39199,423,24,4000,24.753,7.12,0
59,35445,420,48,4000,35.216,10.35,0
61,117130,699,48,35000,269.689,9.06,0
32,111145,846,48,50000,447.458,10.52,0
43,70591,612,12,14000,128.884,10.13,1
